country_code,year,gdp,unemployment_rate,male_unemployment_rate,female_unemployment_rate,poverty_headcount_ratio,literacy_rate,electric_power_consumption,education_expenditure_ratio,current_health_expenditure_ratio,current_health_expenditure_per_capita
DNK,2002,178788209558.311,4.274,4.236,4.318,,,6533.75201430227,8.20600032806396,8.70251179,2895.80737305
DOM,2002,27137440786.2562,6.779,4.922,10.147,9.0,87.0,1394.78899961422,1.9140100479126,4.98649025,152.86595154
DZA,2002,61516103406.1688,25.9,,,,69.870002746582,733.209063635649,,3.44169641,66.681633
ECU,2002,27054197000.0,,,,,,694.068533996952,,4.72293711,97.25205231
EGY,2002,85146067415.7303,10.01,6.22,23.81,,,1011.67199728402,,5.5107379,63.99928665
ERI,2002,729321680.154324,,,,,52.5099983215332,94.0251017769491,3.52390003204346,6.68857431,15.77544498
ESP,2002,708938227243.923,11.146,7.858,16.042,,,5576.25663027203,4.13351011276245,6.80052757,1174.5793457
EST,2002,7370119619.4782,10.026,11.314,8.679,2.9,,4767.46293544061,5.433030128479,4.70329475,250.48020935
ETH,2002,7850809498.16803,,,,,,25.6855827535941,3.63245010375977,4.7126298,5.14964151
FIN,2002,140360963811.765,10.423,10.656,10.172,,,16140.0669692216,6.01865005493164,7.62769508,2059.3269043
FJI,2002,1833279985.36741,,,,5.4,,,6.27586984634399,2.98349524,69.40512085
FRA,2002,1492427756382.43,8.702,7.772,9.799,0.0,,7298.42043008314,,10.02218628,2449.75830078
FRO,2002,1275093689.27107,,,,,,,,,
FSM,2002,242517200.0,,,,,,,,8.02993011,169.95617676
GAB,2002,5335451099.88223,,,,,,883.926148676527,,3.32413292,131.85105896
GBR,2002,1785729916067.15,5.037,5.606,4.362,0.2,,6142.73299024588,4.61192989349365,7.87847328,2374.82177734
GEO,2002,3395766677.67315,12.59,14.01,11.01,22.3,99.6500015258789,1653.38072119874,2.23501992225647,7.81474257,66.08916473
GHA,2002,6166197847.85031,,,,,,298.851080408163,,2.0873971,14.30371571
GIB,2002,,,,,,,4491.39448816068,,,
GIN,2002,4301608752.51396,4.549,5.709,3.551,50.3,,,1.77897000312805,5.35653734,24.83917809
GMB,2002,578235309.327198,,,,,,,1.44291996955872,6.2326026,35.99459839
GNB,2002,466773711.235579,,,,68.2,,,,3.96902514,14.36923409
GNQ,2002,1806742742.27311,,,,,,155.396844692133,,2.74982214,71.37155151
GRC,2002,150253800085.865,10.346,6.761,15.808,0.2,,4909.63969803033,3.52254009246826,8.23377991,1168.82409668
GRD,2002,540336925.925926,,,,,,,,6.17569733,307.84365845
GRL,2002,1169136716.03557,8.82,9.76,7.82,,,,,,
GTM,2002,20444205991.025,2.254,2.103,2.516,,69.0999984741211,465.096720276086,,6.01301289,107.62042236
GUM,2002,3394000000.0,11.39,12.83,9.7,,,,,,
GUY,2002,726131434.715338,11.81,10.29,15.26,,,,8.36553955078125,3.19353795,65.04125214
HKG,2002,166348866131.028,7.28,8.35,5.9,,,6039.35291588203,4.01554012298584,,
HND,2002,7858255412.86038,4.02,3.63,4.81,29.0,,514.926157167915,,6.2445755,70.72001648
HRV,2002,26757722428.6781,15.053,13.184,17.283,,,3191.40973842527,3.82305002212524,6.14294004,386.4440918
HTI,2002,6205847213.6351,,,,,,31.135127498928,,3.43250132,22.36586189
HUN,2002,67636468625.0428,5.608,6.045,5.078,0.1,,3545.17075567834,5.17923021316528,7.1210165,473.12783813
IDN,2002,195660611165.183,6.604,5.885,7.851,46.8,,408.602885980203,2.64568996429443,1.98062706,18.97848511
IMN,2002,1891002697.84173,0.5,0.7,0.4,,,,,,
IND,2002,514939140318.756,,,,,,401.998767529581,,4.31453371,20.15651703
IRL,2002,128596035288.401,4.216,4.548,3.748,0.2,,6037.21260739272,4.10487985610962,6.67263031,2200.35742188
IRN,2002,128626917504.398,12.8,11.2,22.4,,77.0,1727.13902893543,4.48487997055054,4.65182209,104.64105988
IRQ,2002,32928454672.4246,,,,,,1212.6556227604,,,
ISL,2002,9318395054.85934,2.988,3.287,2.648,,,27896.898682888,7.29892015457153,9.40382481,3046.81665039
ISR,2002,125332331883.997,10.302,10.052,10.597,0.7,,6502.7397260274,6.26308012008667,6.92267561,1355.33447266
ITA,2002,1281746271196.04,9.211,7.021,12.614,1.7,,5536.7310293337,4.41520023345947,7.86693573,1762.53759766
JAM,2002,9719009494.84779,14.19,9.845,19.556,6.4,,2391.90599612508,5.37522983551025,4.74544334,174.66261292
JOR,2002,9582510578.27927,15.3,14.0,21.9,1.0,,1327.08554351035,,9.2786417,164.75001526
JPN,2002,4182846045873.61,5.386,5.571,5.12,,,7991.30605359175,3.40898990631104,7.35235405,2412.35131836
KAZ,2002,24636598527.4437,9.33,7.53,11.21,16.2,,3377.02566132009,3.02970004081726,3.61481094,56.88095856
KEN,2002,13147736898.5176,,,,,,117.71445299341,6.17199993133545,3.82154393,22.28772163
KGZ,2002,1605643104.73021,12.55,11.22,14.27,58.1,,1365.93955482032,4.44545984268188,4.59219551,14.4122982
KHM,2002,4501227626.62752,,,,,,49.4739849684654,1.62863004207611,6.92060709,24.26277161
KIR,2002,74743869.1313473,,,,,,,,11.4402895,92.96794891
KNA,2002,481077373.669966,,,,,,,3.92051005363464,4.45210552,465.07720947
KOR,2002,627246933729.618,3.046,3.437,2.496,,,6574.38840672766,,4.05226278,537.16113281
KWT,2002,38135788413.8276,1.1,,,,,15709.9070182439,6.551109790802,3.12441754,578.41534424
LAO,2002,1758176653.07746,,,,43.1,,136.698480401234,2.82522010803223,3.69751263,12.90540886
LBN,2002,19152238805.9701,,,,,,2366.30234900652,2.55271005630493,9.28233719,391.74139404
LBR,2002,927000000.0,,,,,,,,2.28035998,6.94840527
LBY,2002,20481889763.7795,,,,,,2783.56186267907,,4.73818302,181.7310791
LCA,2002,900000000.0,20.39,17.29,23.86,,,,,5.38887024,299.7996521
LIE,2002,2688618747.38148,1.45,,,,,,,,
LKA,2002,16536535647.0834,8.76,6.6,12.93,20.7,,291.733431782848,,4.03715754,41.24043274
LSO,2002,775777238.55814,,,,74.9,,,10.1004495620728,5.86441517,23.2145462
LTU,2002,14282292664.6004,13.008,13.223,12.784,1.4,,2848.91348324038,5.79093980789185,6.14446115,254.36688232
LUX,2002,23649833332.1655,2.621,1.934,3.63,0.0,,15984.759343307,,6.76099968,3600.86743164
LVA,2002,9249030241.01864,13.829,14.856,12.763,1.5,,2307.18651806596,5.78911018371582,5.76281166,237.29516602
MAC,2002,7371692774.43404,6.278,7.907,4.53,,,,2.84295988082886,,
MAF,2002,,,,,,,,,,
MAR,2002,47077192187.6418,11.59,11.27,12.54,,,540.719337552369,,4.06117535,63.57953644
MCO,2002,2919647981.81473,,,,,,,,3.80860424,3359.671875
MDA,2002,1661818168.4226,6.845,8.169,5.559,19.9,,2330.16244845666,5.4979100227356,7.40437651,33.9242363
MDG,2002,5351701663.40807,,,,,,42.7352545850227,2.23179006576538,4.92547655,15.01983547
MDV,2002,897031250.0,,,,18.8,,,5.79186010360718,8.78440189,249.48114014
MEX,2002,810666116401.915,3.003,2.568,3.82,12.8,90.2699966430664,1846.43565431276,4.24307012557983,4.83042812,385.61471558
MHL,2002,131960000.0,,,,,,,8.1951904296875,12.06634617,309.72741699
MKD,2002,4018365747.00972,31.94,31.71,32.31,3.0,96.129997253418,2794.83228283742,3.30014991760254,8.97826958,172.87971497
MLI,2002,3908121307.01957,,,,,,,2.8962299823761,4.99773645,15.8949194
MLT,2002,4455127397.86786,6.902,6.263,8.295,,,4500.35230030634,4.15744018554688,7.70661688,830.64630127
MMR,2002,6777632512.0781,,,,,,75.3579942730087,,2.74706364,7.0817728
MNE,2002,1284685050.52413,,,,,,,,,
MNG,2002,1396555719.97409,6.2,6.2,6.2,18.7,,1094.31214927398,7.21078014373779,5.49190998,30.67812347
MNP,2002,1284000000.0,,,,,,,,,
MOZ,2002,5950769426.60213,,,,87.6,,264.738396372087,,3.18652654,10.00207806
MRT,2002,1777057481.26043,,,,,,,2.27714991569519,4.00224972,25.96999741
MUS,2002,4906494249.38255,8.205,6.481,11.677,,,1473.49249265952,3.02024006843567,3.18897271,132.38633728
MWI,2002,5087328437.8737,,,,,,,,2.69725966,11.17413807
MYS,2002,100845526315.789,3.48,3.31,3.77,,,2832.94534416525,7.65792989730835,2.66876554,121.61391449
NAM,2002,3349169826.38896,,,,,,1105.30854987116,6.7423300743103,9.68074989,173.55830383
NCL,2002,3740056747.71979,,,,,,,,,
NER,2002,2782192878.67204,,,,,,30.0425681326576,2.40134000778198,4.85896921,10.91576767
NGA,2002,95054059302.6995,,,,,,130.993777278617,,2.49063969,17.53752899
NIC,2002,5223727302.54906,,,,,,357.093688451582,2.39101004600525,5.73315859,58.15333939
NLD,2002,475529972122.746,2.554,2.296,2.887,,,6641.74076187963,4.78904008865356,8.64913177,2544.81347656
NOR,2002,195914852576.467,4.022,3.957,4.094,,,24620.3361318984,7.42246007919312,8.98267078,3889.95947266
NPL,2002,6050875806.66403,,,,,,65.9323799879671,3.15283989906311,3.93863344,10.46419716
NRU,2002,21017423.6082043,22.76,17.02,29.65,,,,15.8634700775147,13.80812454,298.91278076
NZL,2002,66627729311.4495,5.285,5.142,5.457,,,9552.74154742307,,7.90045929,1250.12634277
OMN,2002,23065539661.8986,,,,,,3518.40283423329,3.77700996398926,2.77737164,274.11166382
PAK,2002,97923302809.3537,7.83,6.24,16.4,,,341.012931981598,,2.42219901,14.98332214
PAN,2002,12800851300.0,14.11,11.18,19.17,17.2,,1332.54765215969,4.2549901008606,7.05643845,308.58657837
PER,2002,54777553515.0809,4.84,4.783,4.909,24.4,,722.179833149231,2.82056999206543,4.93902588,97.6605072
PHL,2002,84307345887.543,,,,,,511.587436783944,2.89222002029419,2.63767385,26.76997948
PLW,2002,162665500.0,,,,,,,7.54601001739502,7.28691149,609.03295898
PNG,2002,2999511040.19764,,,,,,,,2.77562952,20.55322266
POL,2002,199694463255.567,20.211,19.327,21.25,0.3,,3208.39215655912,5.37052011489868,6.06724358,315.83145142
PRI,2002,71623500000.0,11.94,13.37,10.55,,,,,,
PRK,2002,,,,,,,695.373320041749,,,
PRT,2002,134795565549.419,4.497,3.812,5.311,,,4271.16852794499,5.25871992111206,8.78642941,1139.4029541
PRY,2002,7196260656.84556,9.393,7.909,11.801,19.6,,926.382084523147,3.40773010253906,4.75770569,65.0742569
PSE,2002,3555800000.0,27.465,29.78,12.817,,,,,11.04674053,118.22906494
PYF,2002,3965405552.5203,11.71,10.61,13.37,,,,,,
QAT,2002,19363736263.7363,,,,,,14308.1108822351,3.84656000137329,2.46044064,668.85986328
ROU,2002,46065502702.5817,8.112,8.551,7.597,9.1,97.3000030517578,2079.93411655215,3.5041298866272,4.57694626,96.57698822
RUS,2002,345470494417.863,7.958,,,2.0,99.4400024414062,5304.41525955994,3.83502006530762,5.52166557,140.05729675
RWA,2002,1966003468.49117,0.89,1.15,0.68,,,28.451771271568,,3.12787294,7.32393837
SAU,2002,189605866666.667,5.265,4.213,11.511,,,7364.67326339086,7.63688993453979,4.24939442,449.84130859
SDN,2002,18137128388.3606,,,,,,80.2977153264321,1.16425001621246,3.30010891,16.70688248
SEN,2002,7006402319.75856,5.65,,,,39.2799987792969,144.751483201089,2.59441995620727,3.95294404,26.46221161
SGP,2002,92538372869.6942,5.65,5.56,5.78,,,7756.31892144302,3.87853002548218,3.358464,749.44445801
SLB,2002,346406738.885237,,,,,,,,10.10627556,76.49930573
SLE,2002,1933863910.73227,,,,,,,2.29766988754273,9.40313911,23.70949936
SLV,2002,12664190300.0,6.2,8.1,3.5,19.5,,666.819117463562,3.242840051651,7.88565731,166.81164551
SMR,2002,1148872072.38556,,,,,,,,5.39155769,2253.21850586
SOM,2002,2192684134.59273,,,,,,,,,
SRB,2002,17930583571.3055,13.8,12.4,15.8,0.4,,4304.38220855354,,7.59296274,173.26341248
SSD,2002,,,,,,,,,,
STP,2002,85171073.8777498,17.63,12.1,25.04,,,,2.72058010101318,9.49860477,50.61143494
SUR,2002,1093574468.08511,,,,,,2471.04527027435,,5.32991552,158.21212769
SVK,2002,35243658398.7546,18.541,18.517,18.57,,,5051.59838955891,4.25193023681641,5.50947618,254.12765503
SVN,2002,23214593516.2095,5.922,5.626,6.27,0.1,,6380.95190345595,5.74013996124268,8.02119827,944.87145996
SWE,2002,267373345246.531,4.965,5.278,4.622,0.0,,15709.4296690248,6.91077995300293,8.21006203,2459.09863281
SWZ,2002,1432221739.12342,,,,,,799.478215398498,4.44086980819702,5.52298307,74.66481781
SXM,2002,,,,,,,,,,
SYC,2002,742134837.50919,9.81,,,,91.8399963378906,,4.88109016418457,4.70596743,382.27920532
SYR,2002,20669357462.3831,11.68,8.3,24.08,,82.8899993896484,1206.46894048041,5.26984977722168,4.94717073,62.5323143
TCA,2002,366707900.0,6.18,,,,,,5.06913995742798,,
TCD,2002,1997005708.81576,,,,,,6.36230566447043,,5.33389902,18.01737785
TGO,2002,2410199032.43102,,,,,,92.5502754894727,2.4695200920105,2.82402873,12.01032352
THA,2002,134300904400.022,,,,4.7,,1612.59912386305,3.86491990089417,3.334723,69.68746185
TJK,2002,1221106220.2868,2.5,,,,,2106.19980896154,2.77578997612,4.43647242,8.21969986
TKM,2002,4462029108.72349,,,,,,1717.38339625094,,4.10696697,128.08802795
TLS,2002,469455500.0,,,,,,,,,
TON,2002,182764280.828501,,,,,,,3.79500007629394,3.58957744,62.6541748
TTO,2002,9008298228.60273,10.39,7.76,14.48,,,3915.88357753802,3.54300999641419,4.72302485,324.36880493
TUN,2002,23141616604.5242,14.55,14.14,15.73,,,1055.40632491652,5.79006004333496,5.12036419,124.64620972
TUR,2002,240249071871.106,10.345,10.705,9.438,7.6,,1620.0291146172,,5.06227875,181.39144897
TUV,2002,16842672.5952874,6.53,4.95,8.58,,,,,11.83691788,207.1824646
TZA,2002,14129651895.6911,3.6,4.7,2.4,,69.4300003051758,67.910062161654,,4.68907642,17.0355854
UGA,2002,6178563591.12051,3.5,2.6,4.2,78.6,68.1399993896484,30.588022419728,,4.77133131,15.74429226
UKR,2002,43956163612.0433,10.136,,,6.3,,2817.06367288674,5.24006986618042,5.99220037,52.11910248
URY,2002,13606515722.5864,16.648,13.197,20.824,1.1,,1911.94092349583,2.32220005989075,9.64023018,436.44049072
USA,2002,10929108000000.0,5.783,5.931,5.613,1.0,,13296.1822993023,,13.99534702,5327.93701172
UZB,2002,9687788512.80184,0.4,,,93.1,,1622.24537184675,,5.14164925,24.50708961
VCT,2002,487763851.851852,,,,,,,7.38802003860474,4.07769632,175.48046875
VEN,2002,92893587733.6549,16.17,14.43,18.82,22.1,,2722.2006449132,,,
VGB,2002,,,,,,,,,,
VIR,2002,3262000000.0,,,,,,,,,
VNM,2002,35064105500.8344,2.12,1.92,2.33,43.3,,390.797649689312,,3.87075853,21.87733841
VUT,2002,262596535.549028,,,,,,,8.13197994232178,3.90437746,52.34658813
WSM,2002,281790134.211972,,,,5.9,,,3.93932008743286,4.49205494,72.41275024
YEM,2002,10693430511.4664,,,,,,137.460435728463,,4.83237982,24.80142403
ZAF,2002,129087556612.449,33.291,27.307,41.32,,,4352.59363322106,4.54569005966187,6.67774487,179.5135498
ZMB,2002,4193850445.42632,,,,68.0,69.1500015258789,666.513335103314,,5.88845205,23.19246864
ZWE,2002,6342116910.65686,,,,,,868.654982071375,,,
ABW,2003,2044111731.84358,,,,,,,,,
AFG,2003,4520946818.54581,,,,,,,,8.94125843,17.74602509
AGO,2003,17812704586.4397,,,,,,96.8027128389042,,3.54797316,35.2206955
ALB,2003,5801712040.48463,15.0,12.9,18.2,,,1469.26453867857,3.13823008537292,5.91140795,105.43667603
AND,2003,2366941808.94404,,,,,,,,5.54771519,1885.52746582
ARE,2003,124346358066.712,,,,,,11063.4408414922,,2.64634395,784.89343262
ARG,2003,127586973492.177,15.36,13.73,17.48,8.2,,2142.62949662924,3.53504991531372,6.89451647,259.99020386
ARM,2003,2807061008.69084,,,,14.8,,1252.16025137471,2.1450400352478,7.17936182,66.31577301
ASM,2003,524000000.0,,,,,,,,,
ATG,2003,948100000.0,,,,,,,,5.58143282,613.65112305
AUS,2003,467739079790.332,5.929,5.888,5.979,1.0,,10524.4038293295,,7.87659502,2227.12768555
AUT,2003,260779834340.097,4.779,5.134,4.34,0.4,,7695.08003708217,5.39253997802734,9.5472393,3091.24023438
AZE,2003,7276413079.11451,9.17,9.07,9.27,0.2,,2235.45985596483,3.28614997863769,2.72699213,23.62244987
BDI,2003,784654423.620476,,,,,,,,5.27245188,5.87316799
BEL,2003,318082528506.588,7.68,7.44,7.995,0.4,,8411.90065701741,,9.16443443,2814.88037109
BEN,2003,5349258094.48239,,,,70.5,,61.4173765681335,2.28315997123718,3.11678505,21.06955719
BFA,2003,4740768142.67494,2.78,,,69.6,21.8199996948242,34.0148222071996,,3.14307284,11.38967419
BGD,2003,60158929188.2556,4.32,4.17,4.85,,,123.721051102441,2.06939005851746,1.96152198,9.98434258
BGR,2003,21144957990.4681,13.733,14.203,13.195,2.2,,3997.90259625094,3.99845004081726,7.19987392,195.74369812
BHR,2003,11074813829.7872,,,,,,20142.128952005,,3.88658071,530.5446167
BHS,2003,8870090000.0,10.84,9.99,11.84,,,,,4.01998568,1062.43786621
BIH,2003,8498894359.38629,,,,,,2010.99766592167,,8.30198193,168.42216492
BLR,2003,17825444724.4878,3.1,1.2,3.9,8.7,,3063.05693858238,,5.77103186,108.51013947
BLZ,2003,1308900000.0,,,,,,,3.90120005607605,3.64453149,175.12486267
BMU,2003,4186525000.0,,,,,,,1.6662700176239,,
BOL,2003,8082399639.54305,,,,,,427.701724728474,,5.19709635,46.41044998
BRA,2003,558233745651.874,11.168,8.89,14.188,17.1,,1894.62909554308,,8.18899441,253.08970642
BRB,2003,3209500000.0,11.0,9.53,12.55,,,,6.24569988250732,6.69148111,808.06054688
BRN,2003,7167725264.75135,,,,,,8715.16889426114,,2.60260582,545.55560303
BTN,2003,651935430.314445,1.8,,,23.1,,,,3.83481455,37.15467834
BWA,2003,7511582173.37724,23.8,21.4,26.3,,81.1900024414062,1330.71582712746,,6.40933847,269.58544922
CAF,2003,1142315522.53864,,,,,,,1.53980004787445,4.18572474,12.15000153
CAN,2003,895540646634.787,7.574,7.936,7.158,0.2,,16920.8709777662,,9.01090145,2534.86474609
CHE,2003,362075086507.76,4.117,3.809,4.489,,,8187.62662656675,5.38400983810425,10.13696766,5018.52734375
CHL,2003,76492579644.0605,9.765,8.545,12.03,7.9,,2866.12859905726,3.91868996620178,7.25047779,346.1635437
CHN,2003,1683903309843.85,4.3,,,,,1379.48463210183,,4.41762781,56.54468155
CIV,2003,21251754340.4305,,,,,,160.466040648678,2.86437010765076,3.95147705,43.81231308
CMR,2003,15970315034.9903,,,,,,173.758720422961,2.82259011268616,3.90227985,38.56394196
COD,2003,8937567059.87754,,,,,,83.8213925311724,,3.73353338,6.03257608
COG,2003,3503723087.74483,,,,,,113.473020265817,2.8361599445343,1.91852403,21.51475716
COL,2003,94644969157.0987,13.221,10.51,17.068,19.8,,888.258029100948,4.32513999938965,5.77505445,129.71965027
COM,2003,546885222.713065,,,,,,,,6.66024828,63.91786194
CPV,2003,813260468.873834,,,,,,,,4.85960436,84.6628952
CRI,2003,17271760506.9483,6.654,5.803,8.199,6.9,,1653.62579926858,5.13373994827271,6.9691925,290.83309937
CUB,2003,35901200000.0,2.33,1.71,3.4,,,1195.51629202071,9.9408597946167,7.10295439,227.49208069
CUW,2003,2202117374.30168,,,,,,7521.02018999674,,,
CYM,2003,,3.61,,,,,,,,
CYP,2003,14547329558.3239,4.153,3.776,4.619,,,3894.59678468172,6.6702299118042,5.63568783,1145.05847168
CZE,2003,100435924704.881,7.777,6.105,9.883,,,6074.84914162236,4.10311985015869,6.52412462,640.66040039
DEU,2003,2534715518349.01,9.779,10.181,9.282,0.2,,7015.50591599776,,10.40202236,3152.79418945
DJI,2003,622044665.515049,,,,,,,8.88984966278076,4.27048731,46.27521896
DMA,2003,373318518.518519,,,,,,,,4.84617901,242.78863525
DNK,2003,218421193436.252,5.398,5.094,5.75,0.4,,6602.63637972505,8.10984039306641,8.9036293,3607.04296875
DOM,2003,21403167848.1444,6.938,5.258,10.025,10.7,,1411.37248875913,1.84465003013611,4.38888264,104.59856415
DZA,2003,73482264190.9245,23.72,23.43,25.44,,,788.573580320475,,3.32569361,75.9513092
ECU,2003,30965208000.0,5.662,5.357,6.157,18.9,,717.752046655229,,5.70121288,132.01766968
EGY,2003,80288461538.4615,10.91,7.43,23.09,,,1072.59080857818,4.94563007354736,5.2242527,50.34780884
ERI,2003,870248267.550163,,,,,,97.0366529893103,,7.33703375,19.81480217
ESP,2003,907963217057.645,11.283,8.273,15.683,0.9,,5675.642714828,4.17126989364624,7.56327105,1640.91772461
EST,2003,9876595528.45528,11.288,12.142,10.383,3.6,,5158.60277810202,5.27171993255615,5.13883257,368.97955322
ETH,2003,8623691300.04079,,,,,,27.9821953597962,,4.89970922,5.70984173
FIN,2003,171612867735.686,10.469,10.958,9.94,0.0,,16445.572561286,6.168869972229,7.9380517,2613.84570313
FJI,2003,2300492465.32276,8.22,,,,,,,2.97298193,86.09690094
FRA,2003,1835095983049.09,8.306,7.586,9.132,0.2,,7528.93319992472,,10.08283424,3006.3059082
FRO,2003,1501941580.88903,3.85,,,,,,,,
FSM,2003,245432900.0,,,,,,,,9.73036766,208.84524536
GAB,2003,6511903365.47554,,,,,,891.23593879987,,3.53187943,166.37802124
GBR,2003,2054422857142.86,4.807,5.428,4.064,0.2,,6174.40000957625,4.8012900352478,8.07831287,2789.35131836
GEO,2003,3991377904.13162,11.51,11.48,11.54,22.3,,1749.86385730221,2.06559991836548,8.02952862,80.6542511
GHA,2003,7632723555.66221,,,,,,212.333316351051,,2.29618859,18.89894867
GIB,2003,,,,,,,4597.86376175992,,,
GIN,2003,5025167975.26363,,,,,29.7000007629394,,1.62612998485565,4.77216482,25.60194969
GMB,2003,487038685.045496,,,,55.2,,,1.36337995529175,5.29709053,28.3001461
GNB,2003,553614800.145707,,,,,,,,3.53315258,14.83164978
GNQ,2003,2484745935.09329,,,,,,154.506275785446,,1.82749844,81.2088623
GRC,2003,196930509813.384,9.839,6.228,15.268,0.6,,5091.29242400534,3.52407002449036,8.44915581,1566.40979004
GRD,2003,591018407.407407,,,,,,,3.92673993110657,5.28485727,286.90512085
GRL,2003,1558759823.08169,10.3,11.86,8.64,,,,,,
GTM,2003,21576351798.9145,2.807,2.461,3.393,,,467.194141519588,,6.15306854,113.38285065
GUM,2003,3569000000.0,,,,,,,,,
GUY,2003,743063950.317749,,,,,,,6.95590019226074,3.26884198,68.19880676
HKG,2003,161385558801.811,7.86,9.17,6.19,,,6125.12628513698,4.28529977798462,,
HND,2003,8230391346.67228,5.3,4.65,6.55,34.0,,538.542673185927,,6.89004707,79.65468597
HRV,2003,35245317001.8224,13.924,12.524,15.628,,,3257.88986798575,3.87019991874695,6.29590559,512.15216064
HTI,2003,5071947798.27263,,,,,58.7400016784668,29.2240378670471,,3.53695321,18.60943604
HUN,2003,85190469121.074,5.79,6.127,5.386,0.2,,3637.27833175643,5.7923002243042,8.1208477,682.86566162
IDN,2003,234772463823.808,6.657,5.707,8.308,45.5,,419.825977753156,3.21799993515015,2.24837184,25.51065636
IMN,2003,2252620408.16327,0.8,1.0,0.5,,,,,,
IND,2003,607700687237.318,,,,,,419.055104155047,3.61340999603271,4.07877731,21.89380074
IRL,2003,164670771259.602,4.478,4.817,4.006,0.2,,6094.30051787542,4.20493984222412,7.00761414,2910.93212891
IRN,2003,151911222120.261,,,,,,1870.93550701519,4.36322021484375,4.95589161,115.51907349
IRQ,2003,21921569478.8163,,,,,,995.162457575571,,2.99693584,26.98399925
ISL,2003,11429333037.8443,3.997,4.022,3.969,0.0,,27666.3868942149,7.24507999420166,9.72930241,3839.6940918
ISR,2003,131408914824.005,10.72,10.194,11.329,0.9,,6597.30630671032,6.13924980163574,6.85543919,1384.18737793
ITA,2003,1582930016538.82,8.869,6.87,11.948,0.9,,5644.03493959078,4.52655982971191,7.83297729,2163.02563477
JAM,2003,9430234810.78586,11.731,8.083,16.339,,,2456.5021081275,4.25684976577759,4.22014141,149.80267334
JOR,2003,10195627644.5698,14.5,13.4,20.8,,89.8899993896484,1364.89633614939,,8.78901005,161.87841797
JPN,2003,4519561645253.53,5.251,5.505,4.888,,,7900.93800404015,3.46662998199463,7.48654842,2650.23852539
KAZ,2003,30833692900.1091,8.78,7.22,10.4,12.3,,3568.14911432886,,3.72334599,72.90396881
KEN,2003,14904517649.8476,,,,,,125.816353944879,6.49426984786987,4.03360462,25.64012337
KGZ,2003,1919008090.49641,9.92,,,56.6,,1644.35723537012,4.47541999816895,5.82382107,21.68980598
KHM,2003,5046693484.31767,0.909,0.89,0.928,,,50.724206817456,,6.45833635,25.00942993
KIR,2003,96105619.3795504,,,,,,,,10.05060768,102.43731689
KNA,2003,469869869.86987,,,,,,,3.79099011421204,4.75159693,482.87136841
KOR,2003,702714855193.904,3.348,3.566,3.035,,,6994.98228630764,,4.63368225,685.28436279
KWT,2003,47874582231.588,1.3,,,,,16272.4817181633,,2.76042604,626.35095215
LAO,2003,2023324407.28414,,,,,,154.968150798226,,4.47920704,17.59125519
LBN,2003,20082918739.6352,,,,,,2488.78136995891,,8.67109871,373.35971069
LBR,2003,748000000.0,,,,,,,,2.66176748,6.09226465
LBY,2003,26265625000.0,,,,,,2948.35852523704,,3.97301245,189.72729492
LCA,2003,987407407.407407,22.18,17.16,28.05,,,,3.53449010848999,5.24069643,317.27593994
LIE,2003,3070803051.42164,2.11,,,,,,2.4601399898529,,
LKA,2003,18881765437.2151,8.22,5.92,12.9,,,314.361997764481,,3.64646697,40.82443619
LSO,2003,1157825434.78971,,,,,,,13.2195701599121,5.33754826,32.02215576
LTU,2003,18809197969.5431,12.874,12.551,13.2,0.4,,3087.65514771699,5.1067099571228,6.18627787,338.86306763
LUX,2003,29667268248.1305,3.675,2.956,4.709,0.1,,16261.0986869783,,6.96221447,4607.40283203
LVA,2003,11244337719.8377,12.061,12.1,12.021,1.5,,2493.93016908112,5.2944598197937,5.4793458,280.50878906
MAC,2003,8246479565.94248,5.995,7.1,4.7,,,,2.78016996383667,,
MAF,2003,,,,,,,,,,
MAR,2003,58029363354.2757,11.92,11.53,12.97,,,585.802201213571,,4.08037519,77.74629211
MCO,2003,3597089750.78276,,,,,,,,4.43205786,4822.00146484
MDA,2003,1980907434.76826,6.378,7.842,5.019,10.0,,2615.73616405082,5.42489004135132,7.02227592,38.43836975
MDG,2003,6372498889.66585,5.01,3.82,6.22,,,47.64314718346,2.61094999313354,5.00276566,17.64075851
MDV,2003,1052121054.6875,,,,,,,5.32406997680664,6.77857542,240.54026794
MEX,2003,765549967888.647,3.455,2.916,4.456,,,2003.01004534781,4.83262014389038,5.53978777,411.83197021
MHL,2003,131128500.0,,,,,,,11.8441295623779,13.3324337,338.22610474
MKD,2003,4946296599.08467,36.69,36.96,36.28,2.8,,3156.13837768357,,9.00857735,214.29603577
MLI,2003,4714071979.68835,,,,,24.0,,3.80559992790222,5.0505991,18.7693882
MLT,2003,5418315225.49353,7.488,6.404,9.882,,,4872.27220496661,,7.89556122,1074.09313965
MMR,2003,10467109977.6717,,,,,,82.477642965962,,2.53689265,6.57480383
MNE,2003,1707710053.14938,,,,,97.7699966430664,,,,
MNG,2003,1595297355.78349,6.768,7.136,6.364,,,1134.10316347454,,4.29768944,27.18718147
MNP,2003,1239000000.0,4.57,4.97,4.29,,,,,,
MOZ,2003,6583526860.58062,,,,,48.1599998474121,375.300213098122,,3.25095367,11.03660774
MRT,2003,2051147606.73687,,,,,,,2.36501002311706,4.03254652,29.51877594
